relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file,doc_type_ai_clean,paper_id,interaction_id,fungal_taxon_raw,fungal_taxon_resolved,fungal_taxon_status,fungal_taxon_resolution_method,fungal_taxon_confidence,fungal_taxon_accepted_ids,plant_host_raw,plant_host_resolved,plant_host_status,plant_host_resolution_method,plant_host_confidence,plant_host_accepted_ids
Relevant,abstract,abstract,0,10.1017/s1742170524000231,phaseolus vulgaris (bean plants),trichoderma harzianum,grains,leaves,present,biocontrol agent; inoculated to reduce heavy metal accumulation in bean plants irrigated with wastewater,agricultural land,mexico,abstract-csv,doi_10.1017_s1742170524000231,Abstract,doi:10.1017/s1742170524000231,int_0b417aad31d7a312,trichoderma harzianum,trichoderma harzianum,Resolved,exact_accepted,1.00,5251352,phaseolus vulgaris (bean plants),phaseolus vulgaris,Resolved,exact_accepted,1.00,5350452
Relevant,abstract,abstract,0,10.1017/s1742170524000231,phaseolus vulgaris (bean plants),trichoderma asperellum,grains,leaves,present,biocontrol agent; inoculated to reduce heavy metal accumulation in bean plants irrigated with wastewater,agricultural land,mexico,abstract-csv,doi_10.1017_s1742170524000231,Abstract,doi:10.1017/s1742170524000231,int_0495fff7ffc183ec,trichoderma asperellum,trichoderma asperellum,Resolved,exact_accepted,1.00,5251325,phaseolus vulgaris (bean plants),phaseolus vulgaris,Resolved,exact_accepted,1.00,5350452
Relevant,abstract,abstract,0,10.1017/s1742170524000231,phaseolus vulgaris (bean plants),trichoderma viride,grains,leaves,present,biocontrol agent; inoculated to reduce heavy metal accumulation in bean plants irrigated with wastewater,agricultural land,mexico,abstract-csv,doi_10.1017_s1742170524000231,Abstract,doi:10.1017/s1742170524000231,int_e8fa0327b963e72e,trichoderma viride,trichoderma viride,Resolved,exact_accepted,1.00,5251340,phaseolus vulgaris (bean plants),phaseolus vulgaris,Resolved,exact_accepted,1.00,5350452
Relevant,abstract,abstract,0,10.1111/jph.13353,glycine max (soybean),phakopsora pachyrhizi,not specified,present,pathogenic,fungi are pathogens affecting soybean; bacillus subtilis-produced metabolites were tested against these fungi,not specified,not specified,abstract-csv,doi_10.1111_jph.13353,Abstract,doi:10.1111/jph.13353,int_2d8676e5970d3d2b,phakopsora pachyrhizi,phakopsora pachyrhizi,Resolved,exact_accepted,1.00,2514154,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1111/jph.13353,glycine max (soybean),fusarium cf. incarnatum/equiseti,not specified,present,pathogenic,fungi are pathogens affecting soybean; bacillus subtilis-produced metabolites were tested against these fungi,not specified,not specified,abstract-csv,doi_10.1111_jph.13353,Abstract,doi:10.1111/jph.13353,int_dfa48f33da427437,fusarium cf. incarnatum/equiseti,,Unresolved,no_match,0.00,,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1111/jph.13353,glycine max (soybean),macrophomina phaseolina,not specified,present,pathogenic,fungi are pathogens affecting soybean; bacillus subtilis-produced metabolites were tested against these fungi,not specified,not specified,abstract-csv,doi_10.1111_jph.13353,Abstract,doi:10.1111/jph.13353,int_e24bafd28cc2db0d,macrophomina phaseolina,macrophomina phaseolina,Resolved,exact_accepted,1.00,2611508,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1094/pdis.1998.82.5.584,glycine max (soybean),aspergillus spp.,seed,present,pathogenic,infection observed through incubation of seeds or pods,not_provided,not_provided,abstract-csv,doi_10.1094_pdis.1998.82.5.584,Abstract,doi:10.1094/pdis.1998.82.5.584,int_cdc9196043673dc7,aspergillus spp.,aspergillus,Resolved,exact_accepted,1.00,8884233,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1094/pdis.1998.82.5.584,glycine max (soybean),penicillium spp.,seed,present,pathogenic,infection observed through incubation of seeds or pods,not_provided,not_provided,abstract-csv,doi_10.1094_pdis.1998.82.5.584,Abstract,doi:10.1094/pdis.1998.82.5.584,int_3ea45a994f9e9a93,penicillium spp.,penicillium,Resolved,exact_accepted,1.00,7635114,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1094/pdis.1998.82.5.584,glycine max (soybean),phomopsis longicolla,seed,present,pathogenic,infection observed through incubation of seeds or pods,not_provided,not_provided,abstract-csv,doi_10.1094_pdis.1998.82.5.584,Abstract,doi:10.1094/pdis.1998.82.5.584,int_d2fa8c2d597910c5,phomopsis longicolla,diaporthe longicolla,Resolved,synonym_map,0.95,7408458,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1094/pdis.1998.82.5.584,glycine max (soybean),diaporthe phaseolorum var. sojae,seed,present,pathogenic,infection observed through incubation of seeds or pods,not_provided,not_provided,abstract-csv,doi_10.1094_pdis.1998.82.5.584,Abstract,doi:10.1094/pdis.1998.82.5.584,int_79fe4df3468b697d,diaporthe phaseolorum var. sojae,diaporthe phaseolorum,Resolved,exact_accepted,1.00,3444449,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1094/pdis.1998.82.5.584,glycine max (soybean),d. phaseolorum var,seed,present,pathogenic,infection observed through incubation of seeds or pods,not_provided,not_provided,abstract-csv,doi_10.1094_pdis.1998.82.5.584,Abstract,doi:10.1094/pdis.1998.82.5.584,int_75c1d8dc3178f66e,d. phaseolorum var,diaporthe phaseolorum,Resolved,abbreviation_context_first,0.75,3444449,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1094/pdis.1998.82.5.584,glycine max (soybean),caulivora,seed,present,pathogenic,infection observed through incubation of seeds or pods,not_provided,not_provided,abstract-csv,doi_10.1094_pdis.1998.82.5.584,Abstract,doi:10.1094/pdis.1998.82.5.584,int_4fa95a0f9c9dd629,caulivora,,Unresolved,no_match,0.00,,glycine max (soybean),glycine max,Resolved,exact_accepted,1.00,5359660
Relevant,abstract,abstract,0,10.1016/s0261-2194(00)00023-5,pisum sativum,peronospora viciae,seedlings,present,pathogenic,causing downy mildew; resistant to metalaxyl,NA,new zealand,abstract-csv,doi_10.1016_s0261-2194(00)00023-5,Abstract,doi:10.1016/s0261-2194(00)00023-5,int_d2bcd414a9f97d3a,peronospora viciae,,Unresolved,no_match,0.00,,pisum sativum,lathyrus oleraceus,Resolved,synonym_map,0.95,5347846
Relevant,abstract,abstract,0,10.1016/j.jspr.2021.101857,oryza sativa (paddy or rice),unspecified seed borne fungal pathogen,seed,present,pathogenic,isolated from diseased media conditions,NA,not specified,abstract-csv,doi_10.1016_j.jspr.2021.101857,Abstract,doi:10.1016/j.jspr.2021.101857,int_b6a961349a159e3f,unspecified seed borne fungal pathogen,,Unresolved,no_match,0.00,,oryza sativa (paddy or rice),oryza sativa,Resolved,exact_accepted,1.00,2703459
Relevant,abstract,abstract,0,10.1094/phyto-84-656,prunus amygdalus var. dulcis (almond),monilinia laxa,floral tissues,stamens,pistils,present; pathogenic; fungitoxicity testing against monilinia laxa,not_provided_in_text,not_provided_in_text,abstract-csv,doi_10.1094_phyto-84-656,Abstract,doi:10.1094/phyto-84-656,int_329d7784bda1ff2e,monilinia laxa,monilinia laxa,Resolved,exact_accepted,1.00,2583361,prunus amygdalus var. dulcis (almond),prunus amygdalus,Resolved,exact_accepted,1.00,3020980
Relevant,abstract,abstract,0,10.1080/00275514.2018.1442078,more than 50 localities across the biotically rich state of arizona,endophytic and endolichenic fungi,interior of healthy plants and lichens,present,endophytic,isolated from the interior of healthy plants and lichens,biotically rich state of arizona,united states,abstract-csv,doi_10.1080_00275514.2018.1442078,Abstract,doi:10.1080/00275514.2018.1442078,int_5f5cc4edc3ab65bd,endophytic and endolichenic fungi,,Unresolved,no_match,0.00,,more than 50 localities across the biotically rich state of arizona,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1002/jbt.22884,not specified,penconazole,brain,present,pathogenic,used as a systemic fungicide in plants; leaves residues in crops and food products,NA,NA,abstract-csv,doi_10.1002_jbt.22884,Abstract,doi:10.1002/jbt.22884,int_567adc21961fba96,penconazole,,Unresolved,no_match,0.00,,not specified,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,perennial,NA,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_788f87320558f2f3,NA,,Unresolved,none,0.00,,perennial,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,perennial,localized foliar endophytes,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_958bb7e221d07cf8,localized foliar endophytes,,Unresolved,no_match,0.00,,perennial,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,perennial,systemic endophytes,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_866c7928883f7f76,systemic endophytes,,Unresolved,no_match,0.00,,perennial,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,perennial,arbuscular mycorrhizal fungi,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_5631fe2857d0026a,arbuscular mycorrhizal fungi,glomeromycota,Resolved,exact_accepted,1.00,18,perennial,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,perennial,dark septate endophytes,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_281949c10f37354e,dark septate endophytes,ascomycota,Resolved,exact_accepted,1.00,95,perennial,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,cool-season grasses (various),NA,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_f9a82a82aa2a1318,NA,,Unresolved,none,0.00,,cool-season grasses (various),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,cool-season grasses (various),localized foliar endophytes,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_b5eca56d9196bab3,localized foliar endophytes,,Unresolved,no_match,0.00,,cool-season grasses (various),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,cool-season grasses (various),systemic endophytes,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_8569f093756f5b0c,systemic endophytes,,Unresolved,no_match,0.00,,cool-season grasses (various),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,cool-season grasses (various),arbuscular mycorrhizal fungi,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_3ae9e303f73f2fb2,arbuscular mycorrhizal fungi,glomeromycota,Resolved,exact_accepted,1.00,18,cool-season grasses (various),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/ddi.12310,cool-season grasses (various),dark septate endophytes,leaves and roots,present,endophytic,mycorrhizal; or unknown; includes isolation from various parts of the plant and along altitudinal gradients in the rocky mountains of colorado; usa. different fungal groups have different drivers.,mountainous,usa,abstract-csv,doi_10.1111_ddi.12310,Abstract,doi:10.1111/ddi.12310,int_fefab0aeaaf8bfaa,dark septate endophytes,ascomycota,Resolved,exact_accepted,1.00,95,cool-season grasses (various),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/jph.12399,coffea arabica,hemileia vastatrix,leaf,present,pathogenic,causes coffee leaf rust; reducing yield by 35-50%.,not specified,brazil,abstract-csv,doi_10.1111_jph.12399,Abstract,doi:10.1111/jph.12399,int_d28a2f34deba3d8d,hemileia vastatrix,hemileia vastatrix,Resolved,exact_accepted,1.00,2517693,coffea arabica,coffea arabica,Resolved,exact_accepted,1.00,2895345
Relevant,full-text,full-text,7,10.1590/s0102-05362009000200012,capsicum annuum l.,leveillula taurica arn. or oidiopsis taurica,lower surface of leaves,present,pathogenic,causes powdery mildew in protected cropping environment,not specified,brazil,full-text,doi_10.1590_s0102-05362009000200012,Full-Text,doi:10.1590/s0102-05362009000200012,int_3ceac55e457a5cf8,leveillula taurica arn. or oidiopsis taurica,leveillula taurica,Resolved,exact_accepted,1.00,2577859,capsicum annuum l.,capsicum annuum,Resolved,exact_accepted,1.00,2932944
Relevant,abstract,abstract,0,10.1080/07060661.2021.2024262,beta vulgaris subsp. saccharifera (sugar beet),cercospora beticola,leaf,present,pathogenic,isolated from cercospora leaf spot; resistant to certain fungicides,NA,egypt,abstract-csv,doi_10.1080_07060661.2021.2024262,Abstract,doi:10.1080/07060661.2021.2024262,int_8cdfa1a2d6fd4619,cercospora beticola,cercospora beticola,Resolved,exact_accepted,1.00,5264853,beta vulgaris subsp. saccharifera (sugar beet),beta vulgaris,Resolved,exact_accepted,1.00,8971274
Relevant,full-text,full-text,7,10.1590/s0102-05362013000300014,cucurbita pepo,podosphaera xanthii,leaf,stem,present,pathogenic; oídio; caused by p. xanthii; is a major disease of zucchini squash.,not specified,brazil,full-text,doi_10.1590_s0102-05362013000300014,Full-Text,doi:10.1590/s0102-05362013000300014,int_ece091f9a82d7f90,podosphaera xanthii,podosphaera fusca,Resolved,synonym_map,0.95,5255391,cucurbita pepo,cucurbita pepo,Resolved,exact_accepted,1.00,2874508
Relevant,abstract,abstract,0,10.1016/j.eja.2010.05.005,peach (prunus persica),cylindrocarpon destructans,root,present,pathogenic,isolated from replanted peach orchards in southern italy and found to be an aggressive root rot agent.,agricultural valley,italy,abstract-csv,doi_10.1016_j.eja.2010.05.005,Abstract,doi:10.1016/j.eja.2010.05.005,int_3e4ef44f16e6deeb,cylindrocarpon destructans,ilyonectria destructans,Resolved,synonym_map,0.95,7523992,peach (prunus persica),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1016/j.biocontrol.2021.104755,phaseolus vulgaris l. (common bean),trichoderma harzianum esalq-1306,not specified,present,biocontrol agent,introduced as a biocontrol strain against sclerotinia sclerotiorum in common bean cultivation,field,not specified,abstract-csv,doi_10.1016_j.biocontrol.2021.104755,Abstract,doi:10.1016/j.biocontrol.2021.104755,int_7b6163afd44fa428,trichoderma harzianum esalq-1306,trichoderma harzianum,Resolved,exact_accepted,1.00,5251352,phaseolus vulgaris l. (common bean),phaseolus vulgaris,Resolved,exact_accepted,1.00,5350452
Relevant,perspective review,abstract,0,10.1111/tpj.16674,vitis vinifera (grapevine),unspecified (mention of grapevine-associated microbiota,(not specified in text),present,unknown (study focuses on determining efficacy of natural microbiomes transferred from grapevines adapted to arid climate),natural microbiomes transferred from grapevines adapted to arid climate are being studied for their effect on drought tolerance,arid,(not specified in text),abstract-csv,doi_10.1111_tpj.16674,Abstract,doi:10.1111/tpj.16674,int_4a25a951d0e9bf31,unspecified (mention of grapevine-associated microbiota,,Unresolved,no_match,0.00,,vitis vinifera (grapevine),vitis vinifera,Resolved,exact_accepted,1.00,5372392
